;activity_index;type;from_event;to_event;lower_bound;upper_bound;passengers
683;684;change;90;185;3.0;62.0;0
684;685;change;90;197;3.0;62.0;0
685;686;change;90;207;3.0;62.0;0
686;687;change;90;217;3.0;62.0;0
687;688;change;90;229;3.0;62.0;0
688;689;change;92;7;3.0;62.0;0
689;690;change;92;15;3.0;62.0;0
690;691;change;92;25;3.0;62.0;0
691;692;change;92;35;3.0;62.0;0
692;693;change;92;47;3.0;62.0;0
693;694;change;92;57;3.0;62.0;0
694;695;change;92;63;3.0;62.0;0
695;696;change;92;79;3.0;62.0;0
696;697;change;92;161;3.0;62.0;0
697;698;change;92;171;3.0;62.0;0
698;699;change;92;181;3.0;62.0;0
699;700;change;94;75;3.0;62.0;0
700;701;change;94;77;3.0;62.0;0
701;702;change;96;75;3.0;62.0;0
702;703;change;96;77;3.0;62.0;0
703;704;change;98;11;3.0;62.0;0
704;705;change;98;29;3.0;62.0;0
705;706;change;98;39;3.0;62.0;0
706;707;change;98;43;3.0;62.0;0
707;708;change;98;53;3.0;62.0;0
708;709;change;98;71;3.0;62.0;0
709;710;change;98;73;3.0;62.0;0
710;711;change;98;125;3.0;62.0;0
711;712;change;98;137;3.0;62.0;0
712;713;change;98;145;3.0;62.0;0
713;714;change;98;157;3.0;62.0;0
714;715;change;98;165;3.0;62.0;0
715;716;change;98;175;3.0;62.0;0
716;717;change;98;185;3.0;62.0;0
717;718;change;98;197;3.0;62.0;0
718;719;change;98;207;3.0;62.0;0
719;720;change;98;217;3.0;62.0;0
720;721;change;98;229;3.0;62.0;0
721;722;change;100;11;3.0;62.0;0
722;723;change;100;29;3.0;62.0;0
723;724;change;100;39;3.0;62.0;0
724;725;change;100;43;3.0;62.0;0
725;726;change;100;53;3.0;62.0;0
726;727;change;100;71;3.0;62.0;0
727;728;change;100;73;3.0;62.0;0
728;729;change;100;125;3.0;62.0;0
729;730;change;100;137;3.0;62.0;0
730;731;change;100;145;3.0;62.0;0
731;732;change;100;157;3.0;62.0;0
732;733;change;100;165;3.0;62.0;0
733;734;change;100;175;3.0;62.0;0
734;735;change;100;185;3.0;62.0;0
735;736;change;100;197;3.0;62.0;0
736;737;change;100;207;3.0;62.0;0
737;738;change;100;217;3.0;62.0;0
738;739;change;100;229;3.0;62.0;0
739;740;change;102;9;3.0;62.0;0
740;741;change;102;13;3.0;62.0;0
741;742;change;102;27;3.0;62.0;0
742;743;change;102;37;3.0;62.0;0
743;744;change;102;45;3.0;62.0;0
744;745;change;102;55;3.0;62.0;0
745;746;change;102;69;3.0;62.0;0
746;747;change;102;143;3.0;62.0;0
747;748;change;102;159;3.0;62.0;0
748;749;change;102;163;3.0;62.0;0
749;750;change;102;173;3.0;62.0;0
750;751;change;102;183;3.0;62.0;0
751;752;change;102;199;3.0;62.0;0
752;753;change;102;209;3.0;62.0;0
753;754;change;102;219;3.0;62.0;0
754;755;change;104;65;3.0;62.0;75
755;756;change;104;67;3.0;62.0;0
756;757;change;104;121;3.0;62.0;0
757;758;change;104;123;3.0;62.0;0
758;759;change;104;141;3.0;62.0;0
759;760;change;106;65;3.0;62.0;0
760;761;change;106;67;3.0;62.0;0
761;762;change;106;121;3.0;62.0;140
762;763;change;106;123;3.0;62.0;0
763;764;change;106;141;3.0;62.0;0
764;765;change;108;7;3.0;62.0;0
765;766;change;108;15;3.0;62.0;0
766;767;change;108;25;3.0;62.0;0
767;768;change;108;35;3.0;62.0;0
768;769;change;108;47;3.0;62.0;0
769;770;change;108;57;3.0;62.0;0
770;771;change;108;63;3.0;62.0;0
771;772;change;108;79;3.0;62.0;0
772;773;change;108;161;3.0;62.0;0
773;774;change;108;171;3.0;62.0;0
774;775;change;108;181;3.0;62.0;0
775;776;change;110;3;3.0;62.0;0
776;777;change;110;19;3.0;62.0;0
777;778;change;112;9;3.0;62.0;0
778;779;change;112;13;3.0;62.0;0
779;780;change;112;27;3.0;62.0;0
780;781;change;112;37;3.0;62.0;0
781;782;change;112;45;3.0;62.0;0
782;783;change;112;55;3.0;62.0;0
783;784;change;112;69;3.0;62.0;0
784;785;change;112;143;3.0;62.0;0
785;786;change;112;159;3.0;62.0;0
786;787;change;112;163;3.0;62.0;0
787;788;change;112;173;3.0;62.0;0
788;789;change;112;183;3.0;62.0;0
789;790;change;112;199;3.0;62.0;0
790;791;change;112;209;3.0;62.0;0
791;792;change;112;219;3.0;62.0;0
792;793;change;114;65;3.0;62.0;0
793;794;change;114;67;3.0;62.0;0
794;795;change;114;121;3.0;62.0;0
795;796;change;114;123;3.0;62.0;0
796;797;change;114;141;3.0;62.0;0
797;798;change;116;65;3.0;62.0;0
798;799;change;116;67;3.0;62.0;0
799;800;change;116;121;3.0;62.0;0
800;801;change;116;123;3.0;62.0;0
801;802;change;116;141;3.0;62.0;0
802;803;change;118;7;3.0;62.0;0
803;804;change;118;15;3.0;62.0;0
804;805;change;118;25;3.0;62.0;0
805;806;change;118;35;3.0;62.0;0
806;807;change;118;47;3.0;62.0;0
807;808;change;118;57;3.0;62.0;0
808;809;change;118;63;3.0;62.0;0
809;810;change;118;79;3.0;62.0;0
810;811;change;118;161;3.0;62.0;0
811;812;change;118;171;3.0;62.0;0
812;813;change;118;181;3.0;62.0;0
813;814;change;120;3;3.0;62.0;0
814;815;change;120;19;3.0;62.0;0
815;816;change;124;11;3.0;62.0;0
816;817;change;124;29;3.0;62.0;0
817;818;change;124;39;3.0;62.0;0
818;819;change;124;43;3.0;62.0;0
819;820;change;124;53;3.0;62.0;0
820;821;change;124;71;3.0;62.0;0
821;822;change;124;73;3.0;62.0;0
822;823;change;124;101;3.0;62.0;0
823;824;change;124;103;3.0;62.0;0
824;825;change;124;111;3.0;62.0;0
825;826;change;124;113;3.0;62.0;0
826;827;change;124;145;3.0;62.0;0
827;828;change;124;157;3.0;62.0;0
828;829;change;124;165;3.0;62.0;0
829;830;change;124;175;3.0;62.0;0
830;831;change;124;185;3.0;62.0;0
831;832;change;124;197;3.0;62.0;0
832;833;change;124;207;3.0;62.0;0
833;834;change;124;217;3.0;62.0;0
834;835;change;124;229;3.0;62.0;0
835;836;change;126;167;3.0;62.0;0
836;837;change;126;177;3.0;62.0;0
837;838;change;126;187;3.0;62.0;0
838;839;change;126;195;3.0;62.0;0
839;840;change;126;205;3.0;62.0;0
840;841;change;126;215;3.0;62.0;0
841;842;change;126;227;3.0;62.0;0
842;843;change;126;231;3.0;62.0;0
843;844;change;128;149;3.0;62.0;0
844;845;change;128;153;3.0;62.0;50
845;846;change;128;169;3.0;62.0;0
846;847;change;128;179;3.0;62.0;0
847;848;change;128;189;3.0;62.0;0
848;849;change;128;193;3.0;62.0;0
849;850;change;128;203;3.0;62.0;0
850;851;change;128;213;3.0;62.0;0
851;852;change;128;233;3.0;62.0;0
852;853;change;128;235;3.0;62.0;60
853;854;change;130;151;3.0;62.0;0
854;855;change;130;191;3.0;62.0;0
855;856;change;130;201;3.0;62.0;0
856;857;change;130;211;3.0;62.0;0
857;858;change;132;149;3.0;62.0;0
858;859;change;132;153;3.0;62.0;0
859;860;change;132;169;3.0;62.0;0
860;861;change;132;179;3.0;62.0;0
861;862;change;132;189;3.0;62.0;0
862;863;change;132;193;3.0;62.0;0
863;864;change;132;203;3.0;62.0;0
864;865;change;132;213;3.0;62.0;0
865;866;change;132;233;3.0;62.0;0
866;867;change;132;235;3.0;62.0;80
867;868;change;134;167;3.0;62.0;0
868;869;change;134;177;3.0;62.0;0
869;870;change;134;187;3.0;62.0;0
870;871;change;134;195;3.0;62.0;0
871;872;change;134;205;3.0;62.0;0
872;873;change;134;215;3.0;62.0;0
873;874;change;134;227;3.0;62.0;0
874;875;change;134;231;3.0;62.0;0
875;876;change;136;11;3.0;62.0;70
876;877;change;136;29;3.0;62.0;0
877;878;change;136;39;3.0;62.0;0
878;879;change;136;43;3.0;62.0;0
879;880;change;136;53;3.0;62.0;0
880;881;change;136;71;3.0;62.0;0
881;882;change;136;73;3.0;62.0;60
882;883;change;136;101;3.0;62.0;0
883;884;change;136;103;3.0;62.0;0
884;885;change;136;111;3.0;62.0;0
885;886;change;136;113;3.0;62.0;0
886;887;change;136;145;3.0;62.0;0
887;888;change;136;157;3.0;62.0;0
888;889;change;136;165;3.0;62.0;0
889;890;change;136;175;3.0;62.0;0
890;891;change;136;185;3.0;62.0;0
891;892;change;136;197;3.0;62.0;0
892;893;change;136;207;3.0;62.0;0
893;894;change;136;217;3.0;62.0;0
894;895;change;136;229;3.0;62.0;0
895;896;change;138;65;3.0;62.0;255
896;897;change;138;67;3.0;62.0;0
897;898;change;138;85;3.0;62.0;0
898;899;change;138;87;3.0;62.0;0
899;900;change;138;95;3.0;62.0;0
900;901;change;138;97;3.0;62.0;0
901;902;change;138;141;3.0;62.0;0
902;903;change;140;65;3.0;62.0;15
903;904;change;140;67;3.0;62.0;120
904;905;change;140;85;3.0;62.0;140
905;906;change;140;87;3.0;62.0;0
906;907;change;140;95;3.0;62.0;0
907;908;change;140;97;3.0;62.0;0
908;909;change;140;141;3.0;62.0;35
909;910;change;142;9;3.0;62.0;0
910;911;change;142;13;3.0;62.0;20
911;912;change;142;27;3.0;62.0;0
912;913;change;142;37;3.0;62.0;0
913;914;change;142;45;3.0;62.0;0
914;915;change;142;55;3.0;62.0;0
915;916;change;142;69;3.0;62.0;0
916;917;change;142;89;3.0;62.0;0
917;918;change;142;99;3.0;62.0;0
918;919;change;142;163;3.0;62.0;0
919;920;change;142;173;3.0;62.0;0
920;921;change;142;183;3.0;62.0;0
921;922;change;142;199;3.0;62.0;0
922;923;change;142;209;3.0;62.0;0
923;924;change;142;219;3.0;62.0;0
924;925;change;144;11;3.0;62.0;0
925;926;change;144;29;3.0;62.0;0
926;927;change;144;39;3.0;62.0;0
927;928;change;144;43;3.0;62.0;0
928;929;change;144;53;3.0;62.0;0
929;930;change;144;71;3.0;62.0;0
930;931;change;144;73;3.0;62.0;0
931;932;change;144;101;3.0;62.0;0
932;933;change;144;103;3.0;62.0;0
933;934;change;144;111;3.0;62.0;0
934;935;change;144;113;3.0;62.0;0
935;936;change;144;125;3.0;62.0;0
936;937;change;144;137;3.0;62.0;0
937;938;change;144;165;3.0;62.0;0
938;939;change;144;175;3.0;62.0;0
939;940;change;144;185;3.0;62.0;0
940;941;change;144;197;3.0;62.0;0
941;942;change;144;207;3.0;62.0;0
942;943;change;144;217;3.0;62.0;0
943;944;change;144;229;3.0;62.0;0
944;945;change;146;41;3.0;62.0;0
945;946;change;146;51;3.0;62.0;0
946;947;change;146;237;3.0;62.0;0
947;948;change;146;239;3.0;62.0;0
948;949;change;148;129;3.0;62.0;0
949;950;change;148;133;3.0;62.0;50
950;951;change;148;169;3.0;62.0;0
951;952;change;148;179;3.0;62.0;0
952;953;change;148;189;3.0;62.0;0
953;954;change;148;193;3.0;62.0;0
954;955;change;148;203;3.0;62.0;0
955;956;change;148;213;3.0;62.0;0
956;957;change;148;233;3.0;62.0;0
957;958;change;148;235;3.0;62.0;15
958;959;change;150;131;3.0;62.0;0
959;960;change;150;191;3.0;62.0;0
960;961;change;150;201;3.0;62.0;0
961;962;change;150;211;3.0;62.0;0
962;963;change;152;129;3.0;62.0;0
963;964;change;152;133;3.0;62.0;0
964;965;change;152;169;3.0;62.0;0
965;966;change;152;179;3.0;62.0;0
966;967;change;152;189;3.0;62.0;0
967;968;change;152;193;3.0;62.0;0
968;969;change;152;203;3.0;62.0;0
969;970;change;152;213;3.0;62.0;0
970;971;change;152;233;3.0;62.0;0
971;972;change;152;235;3.0;62.0;0
972;973;change;154;41;3.0;62.0;0
973;974;change;154;51;3.0;62.0;0
974;975;change;154;237;3.0;62.0;0
975;976;change;154;239;3.0;62.0;60
976;977;change;156;11;3.0;62.0;0
977;978;change;156;29;3.0;62.0;0
978;979;change;156;39;3.0;62.0;0
979;980;change;156;43;3.0;62.0;0
980;981;change;156;53;3.0;62.0;0
981;982;change;156;71;3.0;62.0;0
982;983;change;156;73;3.0;62.0;0
983;984;change;156;101;3.0;62.0;0
984;985;change;156;103;3.0;62.0;0
985;986;change;156;111;3.0;62.0;0
986;987;change;156;113;3.0;62.0;0
987;988;change;156;125;3.0;62.0;0
988;989;change;156;137;3.0;62.0;0
989;990;change;156;165;3.0;62.0;0
990;991;change;156;175;3.0;62.0;0
991;992;change;156;185;3.0;62.0;0
992;993;change;156;197;3.0;62.0;0
993;994;change;156;207;3.0;62.0;0
994;995;change;156;217;3.0;62.0;0
995;996;change;156;229;3.0;62.0;0
996;997;change;158;9;3.0;62.0;0
997;998;change;158;13;3.0;62.0;0
998;999;change;158;27;3.0;62.0;0
999;1000;change;158;37;3.0;62.0;0
1000;1001;change;158;45;3.0;62.0;0
1001;1002;change;158;55;3.0;62.0;0
1002;1003;change;158;69;3.0;62.0;0
1003;1004;change;158;89;3.0;62.0;0
1004;1005;change;158;99;3.0;62.0;0
1005;1006;change;158;163;3.0;62.0;0
1006;1007;change;158;173;3.0;62.0;0
1007;1008;change;158;183;3.0;62.0;0
1008;1009;change;158;199;3.0;62.0;0
1009;1010;change;158;209;3.0;62.0;0
1010;1011;change;158;219;3.0;62.0;0
1011;1012;change;160;65;3.0;62.0;50
1012;1013;change;160;67;3.0;62.0;0
1013;1014;change;160;85;3.0;62.0;0
1014;1015;change;160;87;3.0;62.0;0
1015;1016;change;160;95;3.0;62.0;0
1016;1017;change;160;97;3.0;62.0;0
1017;1018;change;160;121;3.0;62.0;35
1018;1019;change;160;123;3.0;62.0;0
1019;1020;change;162;9;3.0;62.0;0
1020;1021;change;162;13;3.0;62.0;0
1021;1022;change;162;27;3.0;62.0;0
1022;1023;change;162;37;3.0;62.0;0
1023;1024;change;162;45;3.0;62.0;0
1024;1025;change;162;55;3.0;62.0;0
1025;1026;change;162;69;3.0;62.0;0
1026;1027;change;162;89;3.0;62.0;0
1027;1028;change;162;99;3.0;62.0;0
1028;1029;change;162;143;3.0;62.0;0
1029;1030;change;162;159;3.0;62.0;0
1030;1031;change;164;11;3.0;62.0;0
1031;1032;change;164;29;3.0;62.0;0
1032;1033;change;164;39;3.0;62.0;0
1033;1034;change;164;43;3.0;62.0;0
1034;1035;change;164;53;3.0;62.0;0
1035;1036;change;164;71;3.0;62.0;0
1036;1037;change;164;73;3.0;62.0;0
1037;1038;change;164;101;3.0;62.0;0
1038;1039;change;164;103;3.0;62.0;0
1039;1040;change;164;111;3.0;62.0;0
1040;1041;change;164;113;3.0;62.0;0
1041;1042;change;164;125;3.0;62.0;0
1042;1043;change;164;137;3.0;62.0;0
1043;1044;change;164;145;3.0;62.0;0
1044;1045;change;164;157;3.0;62.0;0
1045;1046;change;164;229;3.0;62.0;0
1046;1047;change;166;127;3.0;62.0;0
1047;1048;change;166;135;3.0;62.0;0
1048;1049;change;166;227;3.0;62.0;0
1049;1050;change;166;231;3.0;62.0;0
1050;1051;change;168;129;3.0;62.0;0
1051;1052;change;168;133;3.0;62.0;0
1052;1053;change;168;149;3.0;62.0;0
1053;1054;change;168;153;3.0;62.0;0
1054;1055;change;168;233;3.0;62.0;0
1055;1056;change;168;235;3.0;62.0;0
1056;1057;change;170;131;3.0;62.0;0
1057;1058;change;170;151;3.0;62.0;0
1058;1059;change;172;9;3.0;62.0;0
1059;1060;change;172;13;3.0;62.0;0
1060;1061;change;172;27;3.0;62.0;0
1061;1062;change;172;37;3.0;62.0;0
1062;1063;change;172;45;3.0;62.0;0
1063;1064;change;172;55;3.0;62.0;0
1064;1065;change;172;69;3.0;62.0;0
1065;1066;change;172;89;3.0;62.0;0
1066;1067;change;172;99;3.0;62.0;0
1067;1068;change;172;143;3.0;62.0;0
1068;1069;change;172;159;3.0;62.0;0
1069;1070;change;174;11;3.0;62.0;0
1070;1071;change;174;29;3.0;62.0;0
1071;1072;change;174;39;3.0;62.0;0
1072;1073;change;174;43;3.0;62.0;0
1073;1074;change;174;53;3.0;62.0;0
1074;1075;change;174;71;3.0;62.0;0
1075;1076;change;174;73;3.0;62.0;0
1076;1077;change;174;101;3.0;62.0;0
1077;1078;change;174;103;3.0;62.0;0
1078;1079;change;174;111;3.0;62.0;0
1079;1080;change;174;113;3.0;62.0;0
1080;1081;change;174;125;3.0;62.0;0
1081;1082;change;174;137;3.0;62.0;0
1082;1083;change;174;145;3.0;62.0;0
1083;1084;change;174;157;3.0;62.0;0
1084;1085;change;174;229;3.0;62.0;0
1085;1086;change;176;127;3.0;62.0;0
1086;1087;change;176;135;3.0;62.0;0
1087;1088;change;176;227;3.0;62.0;0
1088;1089;change;176;231;3.0;62.0;0
1089;1090;change;178;129;3.0;62.0;0
1090;1091;change;178;133;3.0;62.0;0
1091;1092;change;178;149;3.0;62.0;0
1092;1093;change;178;153;3.0;62.0;0
1093;1094;change;178;233;3.0;62.0;0
1094;1095;change;178;235;3.0;62.0;0
1095;1096;change;180;131;3.0;62.0;0
1096;1097;change;180;151;3.0;62.0;0
1097;1098;change;182;9;3.0;62.0;0
1098;1099;change;182;13;3.0;62.0;0
1099;1100;change;182;27;3.0;62.0;0
1100;1101;change;182;37;3.0;62.0;0
1101;1102;change;182;45;3.0;62.0;0
1102;1103;change;182;55;3.0;62.0;0
1103;1104;change;182;69;3.0;62.0;0
1104;1105;change;182;89;3.0;62.0;0
1105;1106;change;182;99;3.0;62.0;0
1106;1107;change;182;143;3.0;62.0;0
1107;1108;change;182;159;3.0;62.0;0
1108;1109;change;184;11;3.0;62.0;0
1109;1110;change;184;29;3.0;62.0;0
1110;1111;change;184;39;3.0;62.0;0
1111;1112;change;184;43;3.0;62.0;0
1112;1113;change;184;53;3.0;62.0;0
1113;1114;change;184;71;3.0;62.0;0
1114;1115;change;184;73;3.0;62.0;0
1115;1116;change;184;101;3.0;62.0;0
1116;1117;change;184;103;3.0;62.0;0
1117;1118;change;184;111;3.0;62.0;0
1118;1119;change;184;113;3.0;62.0;0
1119;1120;change;184;125;3.0;62.0;0
1120;1121;change;184;137;3.0;62.0;0
1121;1122;change;184;145;3.0;62.0;0
1122;1123;change;184;157;3.0;62.0;0
1123;1124;change;184;229;3.0;62.0;0
1124;1125;change;186;127;3.0;62.0;0
1125;1126;change;186;135;3.0;62.0;0
1126;1127;change;186;227;3.0;62.0;0
1127;1128;change;186;231;3.0;62.0;0
1128;1129;change;188;129;3.0;62.0;0
1129;1130;change;188;133;3.0;62.0;0
1130;1131;change;188;149;3.0;62.0;0
1131;1132;change;188;153;3.0;62.0;0
1132;1133;change;188;233;3.0;62.0;0
1133;1134;change;188;235;3.0;62.0;0
1134;1135;change;190;131;3.0;62.0;0
1135;1136;change;190;151;3.0;62.0;0
1136;1137;change;192;129;3.0;62.0;0
1137;1138;change;192;133;3.0;62.0;0
1138;1139;change;192;149;3.0;62.0;0
1139;1140;change;192;153;3.0;62.0;0
1140;1141;change;192;233;3.0;62.0;0
1141;1142;change;192;235;3.0;62.0;0
1142;1143;change;194;127;3.0;62.0;0
1143;1144;change;194;135;3.0;62.0;0
1144;1145;change;194;227;3.0;62.0;0
1145;1146;change;194;231;3.0;62.0;0
1146;1147;change;196;11;3.0;62.0;0
1147;1148;change;196;29;3.0;62.0;0
1148;1149;change;196;39;3.0;62.0;0
1149;1150;change;196;43;3.0;62.0;0
1150;1151;change;196;53;3.0;62.0;0
1151;1152;change;196;71;3.0;62.0;0
1152;1153;change;196;73;3.0;62.0;0
1153;1154;change;196;101;3.0;62.0;0
1154;1155;change;196;103;3.0;62.0;0
1155;1156;change;196;111;3.0;62.0;0
1156;1157;change;196;113;3.0;62.0;0
1157;1158;change;196;125;3.0;62.0;0
1158;1159;change;196;137;3.0;62.0;0
1159;1160;change;196;145;3.0;62.0;0
1160;1161;change;196;157;3.0;62.0;0
1161;1162;change;196;229;3.0;62.0;0
1162;1163;change;198;9;3.0;62.0;0
1163;1164;change;198;13;3.0;62.0;0
1164;1165;change;198;27;3.0;62.0;0
1165;1166;change;198;37;3.0;62.0;0
1166;1167;change;198;45;3.0;62.0;0
1167;1168;change;198;55;3.0;62.0;0
1168;1169;change;198;69;3.0;62.0;0
1169;1170;change;198;89;3.0;62.0;0
1170;1171;change;198;99;3.0;62.0;0
1171;1172;change;198;143;3.0;62.0;0
1172;1173;change;198;159;3.0;62.0;0
1173;1174;change;200;7;3.0;62.0;0
1174;1175;change;200;15;3.0;62.0;0
1175;1176;change;200;25;3.0;62.0;0
1176;1177;change;200;35;3.0;62.0;0
1177;1178;change;200;47;3.0;62.0;0
1178;1179;change;200;57;3.0;62.0;0
1179;1180;change;200;63;3.0;62.0;0
1180;1181;change;200;79;3.0;62.0;10
1181;1182;change;200;83;3.0;62.0;0
1182;1183;change;200;93;3.0;62.0;0
1183;1184;change;200;109;3.0;62.0;55
1184;1185;change;200;119;3.0;62.0;0
1185;1186;change;202;129;3.0;62.0;0
1186;1187;change;202;133;3.0;62.0;0
1187;1188;change;202;149;3.0;62.0;0
1188;1189;change;202;153;3.0;62.0;0
1189;1190;change;202;233;3.0;62.0;0
1190;1191;change;202;235;3.0;62.0;0
1191;1192;change;204;127;3.0;62.0;0
1192;1193;change;204;135;3.0;62.0;0
1193;1194;change;204;227;3.0;62.0;0
1194;1195;change;204;231;3.0;62.0;0
1195;1196;change;206;11;3.0;62.0;0
1196;1197;change;206;29;3.0;62.0;0
1197;1198;change;206;39;3.0;62.0;0
1198;1199;change;206;43;3.0;62.0;0
1199;1200;change;206;53;3.0;62.0;0
1200;1201;change;206;71;3.0;62.0;0
1201;1202;change;206;73;3.0;62.0;0
1202;1203;change;206;101;3.0;62.0;0
1203;1204;change;206;103;3.0;62.0;0
1204;1205;change;206;111;3.0;62.0;0
1205;1206;change;206;113;3.0;62.0;0
1206;1207;change;206;125;3.0;62.0;0
1207;1208;change;206;137;3.0;62.0;0
1208;1209;change;206;145;3.0;62.0;0
1209;1210;change;206;157;3.0;62.0;0
1210;1211;change;206;229;3.0;62.0;0
1211;1212;change;208;9;3.0;62.0;0
1212;1213;change;208;13;3.0;62.0;0
1213;1214;change;208;27;3.0;62.0;0
1214;1215;change;208;37;3.0;62.0;0
1215;1216;change;208;45;3.0;62.0;0
1216;1217;change;208;55;3.0;62.0;0
1217;1218;change;208;69;3.0;62.0;0
1218;1219;change;208;89;3.0;62.0;0
1219;1220;change;208;99;3.0;62.0;0
1220;1221;change;208;143;3.0;62.0;0
1221;1222;change;208;159;3.0;62.0;0
1222;1223;change;210;7;3.0;62.0;0
1223;1224;change;210;15;3.0;62.0;0
1224;1225;change;210;25;3.0;62.0;0
1225;1226;change;210;35;3.0;62.0;0
1226;1227;change;210;47;3.0;62.0;0
1227;1228;change;210;57;3.0;62.0;0
1228;1229;change;210;63;3.0;62.0;0
1229;1230;change;210;79;3.0;62.0;0
1230;1231;change;210;83;3.0;62.0;0
1231;1232;change;210;93;3.0;62.0;0
1232;1233;change;210;109;3.0;62.0;0
1233;1234;change;210;119;3.0;62.0;0
1234;1235;change;212;129;3.0;62.0;0
1235;1236;change;212;133;3.0;62.0;0
1236;1237;change;212;149;3.0;62.0;0
1237;1238;change;212;153;3.0;62.0;0
1238;1239;change;212;233;3.0;62.0;0
1239;1240;change;212;235;3.0;62.0;0
1240;1241;change;214;127;3.0;62.0;0
1241;1242;change;214;135;3.0;62.0;0
1242;1243;change;214;227;3.0;62.0;0
1243;1244;change;214;231;3.0;62.0;0
1244;1245;change;216;11;3.0;62.0;0
1245;1246;change;216;29;3.0;62.0;0
1246;1247;change;216;39;3.0;62.0;0
1247;1248;change;216;43;3.0;62.0;0
1248;1249;change;216;53;3.0;62.0;0
1249;1250;change;216;71;3.0;62.0;0
1250;1251;change;216;73;3.0;62.0;0
1251;1252;change;216;101;3.0;62.0;0
1252;1253;change;216;103;3.0;62.0;0
1253;1254;change;216;111;3.0;62.0;0
1254;1255;change;216;113;3.0;62.0;0
1255;1256;change;216;125;3.0;62.0;0
1256;1257;change;216;137;3.0;62.0;0
1257;1258;change;216;145;3.0;62.0;0
1258;1259;change;216;157;3.0;62.0;0
1259;1260;change;216;229;3.0;62.0;0
1260;1261;change;218;9;3.0;62.0;0
1261;1262;change;218;13;3.0;62.0;0
1262;1263;change;218;27;3.0;62.0;0
1263;1264;change;218;37;3.0;62.0;0
1264;1265;change;218;45;3.0;62.0;0
1265;1266;change;218;55;3.0;62.0;0
1266;1267;change;218;69;3.0;62.0;0
1267;1268;change;218;89;3.0;62.0;0
1268;1269;change;218;99;3.0;62.0;0
1269;1270;change;218;143;3.0;62.0;0
1270;1271;change;218;159;3.0;62.0;0
1271;1272;change;220;7;3.0;62.0;0
1272;1273;change;220;15;3.0;62.0;0
1273;1274;change;220;25;3.0;62.0;0
1274;1275;change;220;35;3.0;62.0;0
1275;1276;change;220;47;3.0;62.0;0
1276;1277;change;220;57;3.0;62.0;0
1277;1278;change;220;63;3.0;62.0;0
1278;1279;change;220;79;3.0;62.0;0
1279;1280;change;220;83;3.0;62.0;0
1280;1281;change;220;93;3.0;62.0;0
1281;1282;change;220;109;3.0;62.0;0
1282;1283;change;220;119;3.0;62.0;0
1283;1284;change;222;41;3.0;62.0;30
1284;1285;change;222;51;3.0;62.0;0
1285;1286;change;222;147;3.0;62.0;60
1286;1287;change;222;155;3.0;62.0;0
1287;1288;change;224;41;3.0;62.0;255
1288;1289;change;224;51;3.0;62.0;0
1289;1290;change;224;147;3.0;62.0;0
1290;1291;change;224;155;3.0;62.0;0
1291;1292;change;226;129;3.0;62.0;80
1292;1293;change;226;133;3.0;62.0;60
1293;1294;change;226;149;3.0;62.0;0
1294;1295;change;226;153;3.0;62.0;15
1295;1296;change;226;169;3.0;62.0;0
1296;1297;change;226;179;3.0;62.0;0
1297;1298;change;226;189;3.0;62.0;0
1298;1299;change;226;193;3.0;62.0;0
1299;1300;change;226;203;3.0;62.0;0
1300;1301;change;226;213;3.0;62.0;0
1301;1302;change;228;129;3.0;62.0;0
1302;1303;change;228;133;3.0;62.0;0
1303;1304;change;228;149;3.0;62.0;0
1304;1305;change;228;153;3.0;62.0;0
1305;1306;change;228;169;3.0;62.0;0
1306;1307;change;228;179;3.0;62.0;0
1307;1308;change;228;189;3.0;62.0;0
1308;1309;change;228;193;3.0;62.0;0
1309;1310;change;228;203;3.0;62.0;0
1310;1311;change;228;213;3.0;62.0;0
1311;1312;change;230;127;3.0;62.0;0
1312;1313;change;230;135;3.0;62.0;0
1313;1314;change;230;167;3.0;62.0;0
1314;1315;change;230;177;3.0;62.0;0
1315;1316;change;230;187;3.0;62.0;0
1316;1317;change;230;195;3.0;62.0;0
1317;1318;change;230;205;3.0;62.0;0
1318;1319;change;230;215;3.0;62.0;0
1319;1320;change;232;11;3.0;62.0;0
1320;1321;change;232;29;3.0;62.0;0
1321;1322;change;232;39;3.0;62.0;0
1322;1323;change;232;43;3.0;62.0;0
1323;1324;change;232;53;3.0;62.0;0
1324;1325;change;232;71;3.0;62.0;0
1325;1326;change;232;73;3.0;62.0;0
1326;1327;change;232;101;3.0;62.0;0
1327;1328;change;232;103;3.0;62.0;0
1328;1329;change;232;111;3.0;62.0;0
1329;1330;change;232;113;3.0;62.0;0
1330;1331;change;232;125;3.0;62.0;0
1331;1332;change;232;137;3.0;62.0;0
1332;1333;change;232;145;3.0;62.0;0
1333;1334;change;232;157;3.0;62.0;0
1334;1335;change;232;165;3.0;62.0;0
1335;1336;change;232;175;3.0;62.0;0
1336;1337;change;232;185;3.0;62.0;0
1337;1338;change;232;197;3.0;62.0;0
1338;1339;change;232;207;3.0;62.0;0
1339;1340;change;232;217;3.0;62.0;0
1340;1341;change;234;127;3.0;62.0;0
1341;1342;change;234;135;3.0;62.0;0
1342;1343;change;234;167;3.0;62.0;0
1343;1344;change;234;177;3.0;62.0;0
1344;1345;change;234;187;3.0;62.0;0
1345;1346;change;234;195;3.0;62.0;0
