;activity_index;type;from_event;to_event;lower_bound;upper_bound;passengers
602;686;change;94;51;3.0;62.0;0
603;687;change;94;101;3.0;62.0;0
604;688;change;94;109;3.0;62.0;0
605;689;change;94;111;3.0;62.0;0
606;690;change;94;113;3.0;62.0;0
607;691;change;94;115;3.0;62.0;0
608;692;change;94;117;3.0;62.0;0
609;693;change;94;119;3.0;62.0;0
610;694;change;94;121;3.0;62.0;0
611;695;change;94;123;3.0;62.0;0
612;696;change;94;125;3.0;62.0;0
613;697;change;94;127;3.0;62.0;0
614;698;change;94;129;3.0;62.0;0
615;699;change;94;131;3.0;62.0;0
616;700;change;94;133;3.0;62.0;0
617;701;change;94;135;3.0;62.0;0
619;702;change;96;1;3.0;62.0;0
620;703;change;96;11;3.0;62.0;0
621;704;change;96;21;3.0;62.0;0
622;705;change;96;37;3.0;62.0;0
623;706;change;96;47;3.0;62.0;0
624;707;change;96;57;3.0;62.0;0
625;708;change;96;107;3.0;62.0;0
626;709;change;96;139;3.0;62.0;0
627;710;change;96;143;3.0;62.0;0
628;711;change;96;147;3.0;62.0;0
629;712;change;96;151;3.0;62.0;0
630;713;change;96;155;3.0;62.0;0
631;714;change;96;159;3.0;62.0;0
632;715;change;96;163;3.0;62.0;0
633;716;change;96;165;3.0;62.0;0
634;717;change;96;169;3.0;62.0;0
637;718;change;98;1;3.0;62.0;10
638;719;change;98;11;3.0;62.0;0
639;720;change;98;21;3.0;62.0;0
640;721;change;98;37;3.0;62.0;0
641;722;change;98;47;3.0;62.0;0
642;723;change;98;57;3.0;62.0;0
643;724;change;98;61;3.0;62.0;0
644;725;change;98;67;3.0;62.0;0
645;726;change;98;73;3.0;62.0;0
646;727;change;98;81;3.0;62.0;0
647;728;change;98;87;3.0;62.0;0
648;729;change;98;93;3.0;62.0;0
649;730;change;98;139;3.0;62.0;0
650;731;change;98;143;3.0;62.0;0
651;732;change;98;147;3.0;62.0;0
652;733;change;98;151;3.0;62.0;0
653;734;change;98;155;3.0;62.0;0
654;735;change;98;159;3.0;62.0;0
655;736;change;98;163;3.0;62.0;0
656;737;change;98;165;3.0;62.0;0
657;738;change;98;169;3.0;62.0;0
660;739;change;100;3;3.0;62.0;0
661;740;change;100;13;3.0;62.0;0
662;741;change;100;23;3.0;62.0;0
663;742;change;100;35;3.0;62.0;0
664;743;change;100;45;3.0;62.0;0
665;744;change;100;55;3.0;62.0;0
666;745;change;100;167;3.0;62.0;0
668;746;change;102;5;3.0;62.0;0
669;747;change;102;15;3.0;62.0;0
670;748;change;102;25;3.0;62.0;0
671;749;change;102;33;3.0;62.0;0
672;750;change;102;43;3.0;62.0;0
673;751;change;102;53;3.0;62.0;0
674;752;change;102;137;3.0;62.0;0
675;753;change;102;141;3.0;62.0;0
676;754;change;102;145;3.0;62.0;0
677;755;change;102;149;3.0;62.0;0
678;756;change;102;153;3.0;62.0;0
679;757;change;102;157;3.0;62.0;0
680;758;change;102;161;3.0;62.0;0
683;759;change;104;7;3.0;62.0;0
684;760;change;104;17;3.0;62.0;0
685;761;change;104;27;3.0;62.0;0
686;762;change;104;31;3.0;62.0;100
687;763;change;104;41;3.0;62.0;0
688;764;change;104;51;3.0;62.0;0
689;765;change;104;63;3.0;62.0;0
690;766;change;104;69;3.0;62.0;0
691;767;change;104;75;3.0;62.0;0
692;768;change;104;79;3.0;62.0;0
693;769;change;104;85;3.0;62.0;0
694;770;change;104;91;3.0;62.0;0
695;771;change;104;109;3.0;62.0;0
696;772;change;104;111;3.0;62.0;0
697;773;change;104;113;3.0;62.0;0
698;774;change;104;115;3.0;62.0;0
699;775;change;104;117;3.0;62.0;0
700;776;change;104;119;3.0;62.0;0
701;777;change;104;121;3.0;62.0;0
702;778;change;104;123;3.0;62.0;0
703;779;change;104;125;3.0;62.0;0
704;780;change;104;127;3.0;62.0;0
705;781;change;104;129;3.0;62.0;0
706;782;change;104;131;3.0;62.0;0
707;783;change;104;133;3.0;62.0;0
708;784;change;104;135;3.0;62.0;0
711;785;change;106;5;3.0;62.0;0
712;786;change;106;15;3.0;62.0;0
713;787;change;106;25;3.0;62.0;0
714;788;change;106;33;3.0;62.0;0
715;789;change;106;43;3.0;62.0;0
716;790;change;106;53;3.0;62.0;0
717;791;change;106;137;3.0;62.0;0
718;792;change;106;141;3.0;62.0;0
719;793;change;106;145;3.0;62.0;0
720;794;change;106;149;3.0;62.0;0
721;795;change;106;153;3.0;62.0;0
722;796;change;106;157;3.0;62.0;0
723;797;change;106;161;3.0;62.0;0
725;798;change;108;3;3.0;62.0;0
726;799;change;108;13;3.0;62.0;0
727;800;change;108;23;3.0;62.0;0
728;801;change;108;35;3.0;62.0;0
729;802;change;108;45;3.0;62.0;0
730;803;change;108;55;3.0;62.0;0
731;804;change;108;167;3.0;62.0;0
735;805;change;110;1;3.0;62.0;0
736;806;change;110;11;3.0;62.0;0
737;807;change;110;21;3.0;62.0;0
738;808;change;110;37;3.0;62.0;0
739;809;change;110;47;3.0;62.0;0
740;810;change;110;57;3.0;62.0;0
741;811;change;110;61;3.0;62.0;81
742;812;change;110;67;3.0;62.0;0
743;813;change;110;73;3.0;62.0;0
744;814;change;110;81;3.0;62.0;0
745;815;change;110;87;3.0;62.0;0
746;816;change;110;93;3.0;62.0;0
747;817;change;110;107;3.0;62.0;0
748;818;change;110;165;3.0;62.0;0
749;819;change;110;169;3.0;62.0;0
752;820;change;112;5;3.0;62.0;0
753;821;change;112;15;3.0;62.0;0
754;822;change;112;25;3.0;62.0;0
755;823;change;112;33;3.0;62.0;0
756;824;change;112;43;3.0;62.0;0
757;825;change;112;53;3.0;62.0;0
758;826;change;112;99;3.0;62.0;0
759;827;change;112;103;3.0;62.0;0
763;828;change;114;1;3.0;62.0;0
764;829;change;114;11;3.0;62.0;0
765;830;change;114;21;3.0;62.0;0
766;831;change;114;37;3.0;62.0;0
767;832;change;114;47;3.0;62.0;0
768;833;change;114;57;3.0;62.0;0
769;834;change;114;61;3.0;62.0;0
770;835;change;114;67;3.0;62.0;0
771;836;change;114;73;3.0;62.0;0
772;837;change;114;81;3.0;62.0;0
773;838;change;114;87;3.0;62.0;0
774;839;change;114;93;3.0;62.0;0
775;840;change;114;107;3.0;62.0;0
776;841;change;114;165;3.0;62.0;0
777;842;change;114;169;3.0;62.0;0
780;843;change;116;5;3.0;62.0;0
781;844;change;116;15;3.0;62.0;0
782;845;change;116;25;3.0;62.0;0
783;846;change;116;33;3.0;62.0;0
784;847;change;116;43;3.0;62.0;0
785;848;change;116;53;3.0;62.0;0
786;849;change;116;99;3.0;62.0;0
787;850;change;116;103;3.0;62.0;0
791;851;change;118;1;3.0;62.0;0
792;852;change;118;11;3.0;62.0;0
793;853;change;118;21;3.0;62.0;0
794;854;change;118;37;3.0;62.0;0
795;855;change;118;47;3.0;62.0;0
796;856;change;118;57;3.0;62.0;0
797;857;change;118;61;3.0;62.0;0
798;858;change;118;67;3.0;62.0;0
799;859;change;118;73;3.0;62.0;0
800;860;change;118;81;3.0;62.0;0
801;861;change;118;87;3.0;62.0;0
802;862;change;118;93;3.0;62.0;0
803;863;change;118;107;3.0;62.0;0
804;864;change;118;165;3.0;62.0;0
805;865;change;118;169;3.0;62.0;0
808;866;change;120;5;3.0;62.0;0
809;867;change;120;15;3.0;62.0;0
810;868;change;120;25;3.0;62.0;0
811;869;change;120;33;3.0;62.0;0
812;870;change;120;43;3.0;62.0;0
813;871;change;120;53;3.0;62.0;0
814;872;change;120;99;3.0;62.0;0
815;873;change;120;103;3.0;62.0;0
819;874;change;122;1;3.0;62.0;0
820;875;change;122;11;3.0;62.0;0
821;876;change;122;21;3.0;62.0;0
822;877;change;122;37;3.0;62.0;0
823;878;change;122;47;3.0;62.0;0
824;879;change;122;57;3.0;62.0;0
825;880;change;122;61;3.0;62.0;0
826;881;change;122;67;3.0;62.0;0
827;882;change;122;73;3.0;62.0;0
828;883;change;122;81;3.0;62.0;0
829;884;change;122;87;3.0;62.0;0
830;885;change;122;93;3.0;62.0;0
831;886;change;122;107;3.0;62.0;0
832;887;change;122;165;3.0;62.0;0
833;888;change;122;169;3.0;62.0;0
836;889;change;124;5;3.0;62.0;0
837;890;change;124;15;3.0;62.0;0
838;891;change;124;25;3.0;62.0;0
839;892;change;124;33;3.0;62.0;0
840;893;change;124;43;3.0;62.0;0
841;894;change;124;53;3.0;62.0;0
842;895;change;124;99;3.0;62.0;0
843;896;change;124;103;3.0;62.0;0
847;897;change;126;1;3.0;62.0;0
848;898;change;126;11;3.0;62.0;0
849;899;change;126;21;3.0;62.0;0
850;900;change;126;37;3.0;62.0;0
851;901;change;126;47;3.0;62.0;0
852;902;change;126;57;3.0;62.0;0
853;903;change;126;61;3.0;62.0;0
854;904;change;126;67;3.0;62.0;0
855;905;change;126;73;3.0;62.0;0
856;906;change;126;81;3.0;62.0;0
857;907;change;126;87;3.0;62.0;0
858;908;change;126;93;3.0;62.0;0
859;909;change;126;107;3.0;62.0;0
860;910;change;126;165;3.0;62.0;0
861;911;change;126;169;3.0;62.0;0
864;912;change;128;5;3.0;62.0;0
865;913;change;128;15;3.0;62.0;0
866;914;change;128;25;3.0;62.0;0
867;915;change;128;33;3.0;62.0;0
868;916;change;128;43;3.0;62.0;0
869;917;change;128;53;3.0;62.0;0
870;918;change;128;99;3.0;62.0;0
871;919;change;128;103;3.0;62.0;0
875;920;change;130;1;3.0;62.0;0
876;921;change;130;11;3.0;62.0;0
877;922;change;130;21;3.0;62.0;0
878;923;change;130;37;3.0;62.0;0
879;924;change;130;47;3.0;62.0;0
880;925;change;130;57;3.0;62.0;0
881;926;change;130;61;3.0;62.0;0
882;927;change;130;67;3.0;62.0;0
883;928;change;130;73;3.0;62.0;0
884;929;change;130;81;3.0;62.0;0
885;930;change;130;87;3.0;62.0;0
886;931;change;130;93;3.0;62.0;0
887;932;change;130;107;3.0;62.0;0
888;933;change;130;165;3.0;62.0;0
889;934;change;130;169;3.0;62.0;0
892;935;change;132;5;3.0;62.0;0
893;936;change;132;15;3.0;62.0;0
894;937;change;132;25;3.0;62.0;0
895;938;change;132;33;3.0;62.0;0
896;939;change;132;43;3.0;62.0;0
897;940;change;132;53;3.0;62.0;0
898;941;change;132;99;3.0;62.0;0
899;942;change;132;103;3.0;62.0;0
902;943;change;134;1;3.0;62.0;0
903;944;change;134;11;3.0;62.0;0
904;945;change;134;21;3.0;62.0;0
905;946;change;134;37;3.0;62.0;0
906;947;change;134;47;3.0;62.0;0
907;948;change;134;57;3.0;62.0;0
908;949;change;134;61;3.0;62.0;0
909;950;change;134;67;3.0;62.0;0
910;951;change;134;73;3.0;62.0;0
911;952;change;134;81;3.0;62.0;0
912;953;change;134;87;3.0;62.0;0
913;954;change;134;93;3.0;62.0;0
914;955;change;134;107;3.0;62.0;0
915;956;change;134;165;3.0;62.0;0
916;957;change;134;169;3.0;62.0;0
918;958;change;136;5;3.0;62.0;0
919;959;change;136;15;3.0;62.0;0
920;960;change;136;25;3.0;62.0;0
921;961;change;136;33;3.0;62.0;0
922;962;change;136;43;3.0;62.0;0
923;963;change;136;53;3.0;62.0;0
924;964;change;136;99;3.0;62.0;0
925;965;change;136;103;3.0;62.0;0
929;966;change;138;7;3.0;62.0;0
930;967;change;138;17;3.0;62.0;0
931;968;change;138;27;3.0;62.0;0
932;969;change;138;31;3.0;62.0;0
933;970;change;138;41;3.0;62.0;0
934;971;change;138;51;3.0;62.0;0
935;972;change;138;63;3.0;62.0;0
936;973;change;138;69;3.0;62.0;0
937;974;change;138;75;3.0;62.0;0
938;975;change;138;79;3.0;62.0;0
939;976;change;138;85;3.0;62.0;0
940;977;change;138;91;3.0;62.0;0
941;978;change;138;101;3.0;62.0;0
944;979;change;140;7;3.0;62.0;70
945;980;change;140;17;3.0;62.0;0
946;981;change;140;27;3.0;62.0;0
947;982;change;140;31;3.0;62.0;1
948;983;change;140;41;3.0;62.0;0
949;984;change;140;51;3.0;62.0;0
950;985;change;140;63;3.0;62.0;0
951;986;change;140;69;3.0;62.0;0
952;987;change;140;75;3.0;62.0;0
953;988;change;140;79;3.0;62.0;20
954;989;change;140;85;3.0;62.0;0
955;990;change;140;91;3.0;62.0;0
956;991;change;140;101;3.0;62.0;0
960;992;change;142;7;3.0;62.0;0
961;993;change;142;17;3.0;62.0;0
962;994;change;142;27;3.0;62.0;0
963;995;change;142;31;3.0;62.0;0
964;996;change;142;41;3.0;62.0;0
965;997;change;142;51;3.0;62.0;0
966;998;change;142;63;3.0;62.0;0
967;999;change;142;69;3.0;62.0;0
968;1000;change;142;75;3.0;62.0;0
969;1001;change;142;79;3.0;62.0;0
970;1002;change;142;85;3.0;62.0;0
971;1003;change;142;91;3.0;62.0;0
972;1004;change;142;101;3.0;62.0;0
975;1005;change;144;7;3.0;62.0;0
976;1006;change;144;17;3.0;62.0;0
977;1007;change;144;27;3.0;62.0;0
978;1008;change;144;31;3.0;62.0;0
979;1009;change;144;41;3.0;62.0;0
980;1010;change;144;51;3.0;62.0;0
981;1011;change;144;63;3.0;62.0;0
982;1012;change;144;69;3.0;62.0;0
983;1013;change;144;75;3.0;62.0;0
984;1014;change;144;79;3.0;62.0;0
985;1015;change;144;85;3.0;62.0;0
986;1016;change;144;91;3.0;62.0;0
987;1017;change;144;101;3.0;62.0;0
991;1018;change;146;7;3.0;62.0;0
992;1019;change;146;17;3.0;62.0;0
993;1020;change;146;27;3.0;62.0;0
994;1021;change;146;31;3.0;62.0;0
995;1022;change;146;41;3.0;62.0;0
996;1023;change;146;51;3.0;62.0;0
997;1024;change;146;63;3.0;62.0;0
998;1025;change;146;69;3.0;62.0;0
999;1026;change;146;75;3.0;62.0;0
1000;1027;change;146;79;3.0;62.0;0
1001;1028;change;146;85;3.0;62.0;0
1002;1029;change;146;91;3.0;62.0;0
1003;1030;change;146;101;3.0;62.0;0
1006;1031;change;148;7;3.0;62.0;0
1007;1032;change;148;17;3.0;62.0;0
1008;1033;change;148;27;3.0;62.0;0
1009;1034;change;148;31;3.0;62.0;0
1010;1035;change;148;41;3.0;62.0;0
1011;1036;change;148;51;3.0;62.0;0
1012;1037;change;148;63;3.0;62.0;0
1013;1038;change;148;69;3.0;62.0;0
1014;1039;change;148;75;3.0;62.0;0
1015;1040;change;148;79;3.0;62.0;0
1016;1041;change;148;85;3.0;62.0;0
1017;1042;change;148;91;3.0;62.0;0
1018;1043;change;148;101;3.0;62.0;0
1022;1044;change;150;7;3.0;62.0;0
1023;1045;change;150;17;3.0;62.0;0
1024;1046;change;150;27;3.0;62.0;0
1025;1047;change;150;31;3.0;62.0;0
1026;1048;change;150;41;3.0;62.0;0
1027;1049;change;150;51;3.0;62.0;0
1028;1050;change;150;63;3.0;62.0;0
1029;1051;change;150;69;3.0;62.0;0
1030;1052;change;150;75;3.0;62.0;0
1031;1053;change;150;79;3.0;62.0;0
1032;1054;change;150;85;3.0;62.0;0
1033;1055;change;150;91;3.0;62.0;0
1034;1056;change;150;101;3.0;62.0;0
1037;1057;change;152;7;3.0;62.0;0
1038;1058;change;152;17;3.0;62.0;0
1039;1059;change;152;27;3.0;62.0;0
1040;1060;change;152;31;3.0;62.0;0
1041;1061;change;152;41;3.0;62.0;0
1042;1062;change;152;51;3.0;62.0;0
1043;1063;change;152;63;3.0;62.0;0
1044;1064;change;152;69;3.0;62.0;0
1045;1065;change;152;75;3.0;62.0;0
1046;1066;change;152;79;3.0;62.0;0
1047;1067;change;152;85;3.0;62.0;0
1048;1068;change;152;91;3.0;62.0;0
1049;1069;change;152;101;3.0;62.0;0
1053;1070;change;154;7;3.0;62.0;0
1054;1071;change;154;17;3.0;62.0;0
1055;1072;change;154;27;3.0;62.0;0
1056;1073;change;154;31;3.0;62.0;0
1057;1074;change;154;41;3.0;62.0;0
1058;1075;change;154;51;3.0;62.0;0
1059;1076;change;154;63;3.0;62.0;0
1060;1077;change;154;69;3.0;62.0;0
1061;1078;change;154;75;3.0;62.0;0
1062;1079;change;154;79;3.0;62.0;0
1063;1080;change;154;85;3.0;62.0;0
1064;1081;change;154;91;3.0;62.0;0
1065;1082;change;154;101;3.0;62.0;0
1068;1083;change;156;7;3.0;62.0;0
1069;1084;change;156;17;3.0;62.0;0
1070;1085;change;156;27;3.0;62.0;0
1071;1086;change;156;31;3.0;62.0;0
1072;1087;change;156;41;3.0;62.0;0
1073;1088;change;156;51;3.0;62.0;0
1074;1089;change;156;63;3.0;62.0;0
1075;1090;change;156;69;3.0;62.0;0
1076;1091;change;156;75;3.0;62.0;0
1077;1092;change;156;79;3.0;62.0;0
1078;1093;change;156;85;3.0;62.0;0
1079;1094;change;156;91;3.0;62.0;0
1080;1095;change;156;101;3.0;62.0;0
1084;1096;change;158;7;3.0;62.0;0
1085;1097;change;158;17;3.0;62.0;0
1086;1098;change;158;27;3.0;62.0;0
1087;1099;change;158;31;3.0;62.0;0
1088;1100;change;158;41;3.0;62.0;0
1089;1101;change;158;51;3.0;62.0;0
1090;1102;change;158;63;3.0;62.0;0
1091;1103;change;158;69;3.0;62.0;0
1092;1104;change;158;75;3.0;62.0;0
1093;1105;change;158;79;3.0;62.0;0
1094;1106;change;158;85;3.0;62.0;0
1095;1107;change;158;91;3.0;62.0;0
1096;1108;change;158;101;3.0;62.0;0
1099;1109;change;160;7;3.0;62.0;0
1100;1110;change;160;17;3.0;62.0;0
1101;1111;change;160;27;3.0;62.0;0
1102;1112;change;160;31;3.0;62.0;0
1103;1113;change;160;41;3.0;62.0;0
1104;1114;change;160;51;3.0;62.0;0
1105;1115;change;160;63;3.0;62.0;0
1106;1116;change;160;69;3.0;62.0;0
1107;1117;change;160;75;3.0;62.0;0
1108;1118;change;160;79;3.0;62.0;0
1109;1119;change;160;85;3.0;62.0;0
1110;1120;change;160;91;3.0;62.0;0
1111;1121;change;160;101;3.0;62.0;0
1114;1122;change;162;7;3.0;62.0;0
1115;1123;change;162;17;3.0;62.0;0
1116;1124;change;162;27;3.0;62.0;0
1117;1125;change;162;31;3.0;62.0;0
1118;1126;change;162;41;3.0;62.0;0
1119;1127;change;162;51;3.0;62.0;0
1120;1128;change;162;63;3.0;62.0;0
1121;1129;change;162;69;3.0;62.0;0
1122;1130;change;162;75;3.0;62.0;0
1123;1131;change;162;79;3.0;62.0;0
1124;1132;change;162;85;3.0;62.0;0
1125;1133;change;162;91;3.0;62.0;0
1126;1134;change;162;101;3.0;62.0;0
1128;1135;change;164;7;3.0;62.0;0
1129;1136;change;164;17;3.0;62.0;0
1130;1137;change;164;27;3.0;62.0;0
1131;1138;change;164;31;3.0;62.0;0
1132;1139;change;164;41;3.0;62.0;0
1133;1140;change;164;51;3.0;62.0;0
1134;1141;change;164;63;3.0;62.0;0
1135;1142;change;164;69;3.0;62.0;0
1136;1143;change;164;75;3.0;62.0;0
1137;1144;change;164;79;3.0;62.0;0
1138;1145;change;164;85;3.0;62.0;0
1139;1146;change;164;91;3.0;62.0;0
1140;1147;change;164;101;3.0;62.0;0
1143;1148;change;166;83;3.0;62.0;0
1144;1149;change;166;89;3.0;62.0;0
1145;1150;change;166;95;3.0;62.0;0
1147;1151;change;168;1;3.0;62.0;0
1148;1152;change;168;11;3.0;62.0;0
1149;1153;change;168;21;3.0;62.0;0
1150;1154;change;168;37;3.0;62.0;0
1151;1155;change;168;47;3.0;62.0;0
1152;1156;change;168;57;3.0;62.0;0
1153;1157;change;168;61;3.0;62.0;0
1154;1158;change;168;67;3.0;62.0;0
1155;1159;change;168;73;3.0;62.0;0
1156;1160;change;168;81;3.0;62.0;0
1157;1161;change;168;87;3.0;62.0;0
1158;1162;change;168;93;3.0;62.0;0
1159;1163;change;168;107;3.0;62.0;0
1160;1164;change;168;139;3.0;62.0;0
1161;1165;change;168;143;3.0;62.0;0
1162;1166;change;168;147;3.0;62.0;0
1163;1167;change;168;151;3.0;62.0;0
1164;1168;change;168;155;3.0;62.0;0
1165;1169;change;168;159;3.0;62.0;0
1166;1170;change;168;163;3.0;62.0;0
1169;1171;change;170;3;3.0;62.0;0
1170;1172;change;170;13;3.0;62.0;0
1171;1173;change;170;23;3.0;62.0;0
1172;1174;change;170;35;3.0;62.0;0
1173;1175;change;170;45;3.0;62.0;0
1174;1176;change;170;55;3.0;62.0;0
1175;1177;change;170;97;3.0;62.0;0
1176;1178;change;170;105;3.0;62.0;0
1178;1179;change;172;1;3.0;62.0;0
1179;1180;change;172;11;3.0;62.0;0
1180;1181;change;172;21;3.0;62.0;0
1181;1182;change;172;37;3.0;62.0;0
1182;1183;change;172;47;3.0;62.0;0
1183;1184;change;172;57;3.0;62.0;0
1184;1185;change;172;61;3.0;62.0;0
1185;1186;change;172;67;3.0;62.0;0
1186;1187;change;172;73;3.0;62.0;0
1187;1188;change;172;81;3.0;62.0;0
1188;1189;change;172;87;3.0;62.0;0
1189;1190;change;172;93;3.0;62.0;0
1190;1191;change;172;107;3.0;62.0;0
1191;1192;change;172;139;3.0;62.0;0
1192;1193;change;172;143;3.0;62.0;0
1193;1194;change;172;147;3.0;62.0;0
1194;1195;change;172;151;3.0;62.0;0
1195;1196;change;172;155;3.0;62.0;0
1196;1197;change;172;159;3.0;62.0;0
1197;1198;change;172;163;3.0;62.0;0
